Gene,TDL,Kinase_score_percent_THCA,Cancer
PDK1,Tchem,14.28571429,LUSC
PDK2,Tchem,0,LUSC
PDK3,Tchem,0,LUSC
PDK4,Tchem,0,LUSC
PDPK1,Tchem,0,LUSC
PDPK2P,Tdark,0,LUSC
PDXK,Tbio,0,LUSC
PEAK1,Tbio,0,LUSC
PFKFB1,Tbio,14.28571429,LUSC
PFKFB2,Tchem,0,LUSC
PFKFB3,Tchem,0,LUSC
PFKL,Tbio,0,LUSC
PFKM,Tbio,0,LUSC
PFKP,Tbio,14.28571429,LUSC
PGK1,Tchem,15.71428571,LUSC
PGK2,Tbio,0,LUSC
PHKA1,Tbio,16.66666667,LUSC
PHKA2,Tbio,0,LUSC
PHKG1,Tchem,0,LUSC
PHKG2,Tchem,0,LUSC
PI4K2A,Tbio,0,LUSC
PI4KA,Tchem,1.428571429,LUSC
PI4KB,Tchem,0,LUSC
PIK3C2A,Tchem,0,LUSC
PIK3C2B,Tchem,0,LUSC
PIK3C2G,Tchem,14.28571429,LUSC
PIK3C3,Tchem,0,LUSC
PIK3CA,Tclin,14.28571429,LUSC
PIK3CB,Tchem,0,LUSC
PIK3CD,Tclin,0,LUSC
PIK3CG,Tchem,0,LUSC
PIK3R1,Tchem,0,LUSC
PIK3R4,Tbio,0,LUSC
PIKFYVE,Tchem,0,LUSC
PIM1,Tchem,0,LUSC
PIM2,Tchem,0,LUSC
PIM3,Tchem,0,LUSC
PINK1,Tbio,14.28571429,LUSC
PIP4K2A,Tbio,0,LUSC
PIP4K2B,Tchem,0,LUSC
PIP4K2C,Tchem,0,LUSC
PIP5K1A,Tbio,0,LUSC
PIP5K1B,Tbio,0,LUSC
PIP5K1C,Tchem,0,LUSC
PKDCC,Tbio,0,LUSC
PKLR,Tbio,0,LUSC
PKM,Tchem,14.28571429,LUSC
PKMYT1,Tchem,16.66666667,LUSC
PKN1,Tchem,0,LUSC
PKN2,Tchem,0,LUSC
PKN3,Tbio,0,LUSC
PLK1,Tchem,14.28571429,LUSC
PLK2,Tchem,2.380952381,LUSC
PLK3,Tchem,14.28571429,LUSC
PLK4,Tchem,16.66666667,LUSC
PLK5,Tbio,2.380952381,LUSC
PNCK,Tbio,14.28571429,LUSC
POMK,Tdark,14.28571429,LUSC
PRAG1,Tbio,0,LUSC
PRKAA1,Tchem,0,LUSC
PRKAA2,Tchem,0,LUSC
PRKAB1,Tchem,0,LUSC
PRKACA,Tchem,0,LUSC
PRKACB,Tchem,0,LUSC
PRKACG,Tbio,0,LUSC
PRKAG1,Tbio,1.428571429,LUSC
PRKCA,Tchem,14.28571429,LUSC
PRKCB,Tchem,0,LUSC
PRKCD,Tclin,0,LUSC
PRKCE,Tchem,0,LUSC
PRKCG,Tchem,14.28571429,LUSC
PRKCH,Tchem,0,LUSC
PRKCI,Tchem,14.28571429,LUSC
PRKCQ,Tchem,0,LUSC
PRKCZ,Tchem,0,LUSC
PRKD1,Tchem,0,LUSC
PRKD2,Tchem,0,LUSC
PRKD3,Tchem,0,LUSC
PRKDC,Tchem,14.28571429,LUSC
PRKG1,Tchem,0,LUSC
PRKG2,Tchem,0,LUSC
PRKRA,Tbio,0,LUSC
PRKX,Tchem,14.28571429,LUSC
PRKY,Tdark,0,LUSC
PRPF4B,Tchem,0,LUSC
PRPS1,Tbio,0,LUSC
PRPS1L1,Tdark,0,LUSC
PRPS2,Tbio,14.28571429,LUSC
PSKH1,Tdark,0,LUSC
PSKH2,Tdark,0,LUSC
PSTK,Tdark,0,LUSC
PTK2,Tchem,0,LUSC
PTK2B,Tchem,0,LUSC
PTK6,Tchem,14.28571429,LUSC
PTK7,Tbio,0,LUSC
PXK,Tbio,0,LUSC
RAF1,Tclin,0,LUSC
RBKS,Tbio,0,LUSC
RET,Tclin,14.28571429,LUSC
RIOK1,Tchem,14.28571429,LUSC
RIOK2,Tbio,0,LUSC
RIOK3,Tchem,4.285714286,LUSC
RIPK1,Tchem,0,LUSC
RIPK2,Tchem,0,LUSC
RIPK3,Tchem,0,LUSC
RIPK4,Tchem,14.28571429,LUSC
RNASEL,Tchem,0,LUSC
ROCK1,Tclin,0,LUSC
ROCK2,Tclin,0,LUSC
ROR1,Tbio,0,LUSC
ROR2,Tbio,14.28571429,LUSC
ROS1,Tchem,14.28571429,LUSC
RPS6KA1,Tchem,14.28571429,LUSC
RPS6KA2,Tchem,0,LUSC
RPS6KA3,Tchem,0,LUSC
RPS6KA4,Tchem,0,LUSC
RPS6KA5,Tchem,0,LUSC
RPS6KA6,Tchem,14.28571429,LUSC
RPS6KB1,Tchem,2.380952381,LUSC
RPS6KB2,Tbio,0,LUSC
RPS6KC1,Tdark,0,LUSC
RPS6KL1,Tdark,0,LUSC
RYK,Tbio,21.42857143,LUSC
SBK1,Tchem,14.28571429,LUSC
SBK2,Tdark,4.761904762,LUSC
SBK3,Tchem,14.28571429,LUSC
SCYL1,Tbio,14.28571429,LUSC
SCYL2,Tbio,0,LUSC
SCYL3,Tdark,0,LUSC
SGK1,Tchem,0,LUSC
SGK2,Tchem,23.80952381,LUSC
SGK3,Tchem,0,LUSC
SGK494,Tdark,14.28571429,LUSC
SHPK,Tbio,14.28571429,LUSC
SIK1,Tchem,0,LUSC
SIK2,Tchem,0,LUSC
SIK3,Tchem,0,LUSC
SLK,Tchem,0,LUSC
SMG1,Tchem,0,LUSC
SNRK,Tbio,0,LUSC
SPEG,Tbio,14.28571429,LUSC
SPHK1,Tchem,18.0952381,LUSC
SPHK2,Tchem,0,LUSC
SRC,TMOA_LUSC,0,LUSC
SRMS,Tchem,15.71428571,LUSC
SRPK1,Tchem,14.28571429,LUSC
SRPK2,Tchem,0,LUSC
SRPK3,Tchem,14.28571429,LUSC
STK10,Tchem,14.28571429,LUSC
STK11,Tchem,0,LUSC
STK16,Tchem,7.142857143,LUSC
STK17A,Tchem,1.428571429,LUSC
STK17B,Tchem,0,LUSC
STK24,Tchem,0,LUSC
STK25,Tchem,0,LUSC
STK26,Tchem,14.28571429,LUSC
STK3,Tchem,0,LUSC
STK31,Tchem,14.28571429,LUSC
STK32A,Tchem,0,LUSC
STK32B,Tchem,0,LUSC
STK32C,Tbio,0,LUSC
STK33,Tchem,0,LUSC
STK35,Tchem,14.28571429,LUSC
STK36,Tbio,0,LUSC
STK38,Tbio,0,LUSC
STK38L,Tchem,14.28571429,LUSC
STK39,Tbio,14.28571429,LUSC
STK4,Tchem,0,LUSC
STK40,Tbio,0,LUSC
STKLD1,Tdark,0,LUSC
STRADA,Tbio,0,LUSC
STRADB,Tbio,0,LUSC
STYK1,Tbio,19.04761905,LUSC
SYK,Tchem,0,LUSC
TAB1,Tbio,0,LUSC
TAF1,Tchem,0,LUSC
TAOK1,Tchem,0,LUSC
TAOK2,Tchem,14.28571429,LUSC
TAOK3,Tchem,0,LUSC
TBCK,Tbio,0,LUSC
TBK1,Tchem,0,LUSC
TEC,Tchem,0,LUSC
TEK,Tclin,0,LUSC
TESK1,Tchem,6.19047619,LUSC
TESK2,Tchem,0,LUSC
TEX14,Tbio,0,LUSC
TGFBR1,Tchem,0,LUSC
TGFBR2,Tchem,0,LUSC
TIE1,Tchem,14.28571429,LUSC
TK1,Tchem,16.66666667,LUSC
TK2,Tchem,0,LUSC
TLK1,Tchem,0,LUSC
TLK2,Tchem,0,LUSC
TNIK,Tchem,0,LUSC
TNK1,Tchem,0,LUSC
TNK2,Tchem,14.28571429,LUSC
TNNI3K,Tchem,0,LUSC
TP53RK,Tbio,0,LUSC
TPK1,Tbio,0,LUSC
TRIB1,Tbio,14.28571429,LUSC
TRIB2,Tbio,0,LUSC
TRIB3,Tbio,14.28571429,LUSC
TRIO,Tbio,14.28571429,LUSC
TRPM6,Tchem,4.761904762,LUSC
TSSK1B,Tchem,0,LUSC
TSSK2,Tchem,0,LUSC
TSSK3,Tbio,0,LUSC
TSSK4,Tbio,0,LUSC
TSSK6,Tbio,14.28571429,LUSC
TTBK1,Tbio,14.28571429,LUSC
TTBK2,Tbio,0,LUSC
TTK,Tchem,14.28571429,LUSC
TTN,Tbio,0,LUSC
TXK,Tchem,0,LUSC
TYK2,Tclin,0,LUSC
TYRO3,Tchem,0,LUSC
UCK1,Tbio,0,LUSC
UCK2,Tbio,14.28571429,LUSC
UCKL1,Tdark,14.28571429,LUSC
UHMK1,Tbio,0,LUSC
ULK1,Tchem,14.28571429,LUSC
ULK2,Tchem,0,LUSC
ULK3,Tchem,0,LUSC
ULK4,Tbio,0,LUSC
VRK1,Tbio,21.42857143,LUSC
VRK2,Tbio,14.28571429,LUSC
VRK3,Tbio,0,LUSC
WEE1,Tchem,0,LUSC
WEE2,Tbio,0,LUSC
WNK1,Tchem,0,LUSC
WNK2,Tchem,14.28571429,LUSC
WNK3,Tchem,14.28571429,LUSC
WNK4,Tbio,14.28571429,LUSC
XYLB,Tbio,14.28571429,LUSC
YES1,Tclin,0,LUSC
ZAP70,Tchem,0,LUSC
AAK1,Tchem,0,KIRC
AATK,Tbio,14.58333333,KIRC
ABL1,TMOA_KIRC,6.25,KIRC
ABL2,Tchem,0,KIRC
ACVR1,Tchem,2.083333333,KIRC
ACVR1B,Tchem,2.083333333,KIRC
ACVR1C,Tbio,14.58333333,KIRC
ACVR2A,Tchem,2.083333333,KIRC
ACVR2B,Tchem,10.41666667,KIRC
ACVRL1,Tchem,8.333333333,KIRC
ADCK1,Tdark,6.25,KIRC
ADCK2,Tbio,12.5,KIRC
ADCK5,Tdark,18.75,KIRC
ADK,Tchem,0,KIRC
ADPGK,Tbio,18.75,KIRC
AK1,Tbio,4.166666667,KIRC
AK2,Tbio,0,KIRC
AK3,Tbio,0,KIRC
AK4,Tbio,0,KIRC
AK5,Tbio,0,KIRC
AK6,Tbio,0,KIRC
AK8,Tbio,0,KIRC
AK9,Tbio,2.083333333,KIRC
AKT1,Tchem,2.083333333,KIRC
AKT2,Tchem,0,KIRC
AKT3,Tchem,2.083333333,KIRC
ALK,TMOA_KIRC,14.58333333,KIRC
ALPK1,Tbio,0,KIRC
ALPK2,Tbio,12.5,KIRC
ALPK3,Tdark,4.166666667,KIRC
AMHR2,Tbio,12.5,KIRC
ANKK1,Tbio,25,KIRC
ARAF,Tchem,0,KIRC
ATM,Tchem,0,KIRC
ATR,Tchem,12.5,KIRC
AURKA,Tchem,56.25,KIRC
AURKB,Tchem,68.75,KIRC
AURKC,Tchem,25,KIRC
AXL,Tchem,22.91666667,KIRC
BCKDK,Tbio,4.166666667,KIRC
BLK,Tchem,0,KIRC
BMP2K,Tchem,29.16666667,KIRC
BMPR1A,Tchem,0,KIRC
BMPR1B,Tchem,22.91666667,KIRC
BMPR2,Tchem,2.083333333,KIRC
BMX,Tchem,14.58333333,KIRC
BRAF,TMOA_KIRC,0,KIRC
BRSK1,Tchem,12.5,KIRC
BRSK2,Tchem,4.166666667,KIRC
BTK,TMOA_KIRC,25,KIRC
BUB1,Tchem,66.66666667,KIRC
BUB1B,Tbio,66.66666667,KIRC
CAMK1,Tchem,2.083333333,KIRC
CAMK1D,Tchem,18.75,KIRC
CAMK1G,Tchem,0,KIRC
CAMK2A,Tchem,6.25,KIRC
CAMK2B,Tchem,12.5,KIRC
CAMK2D,Tchem,0,KIRC
CAMK2G,Tchem,0,KIRC
CAMK4,Tbio,0,KIRC
CAMKK1,Tchem,12.5,KIRC
CAMKK2,Tchem,0,KIRC
CAMKV,Tbio,0,KIRC
CASK,Tchem,0,KIRC
CDC42BPA,Tchem,6.25,KIRC
CDC42BPB,Tbio,8.333333333,KIRC
CDC42BPG,Tbio,2.083333333,KIRC
CDC7,Tchem,27.08333333,KIRC
CDK1,Tchem,52.08333333,KIRC
CDK10,Tbio,2.083333333,KIRC
CDK11A,Tchem,16.66666667,KIRC
CDK11B,Tchem,12.5,KIRC
CDK12,Tchem,0,KIRC
CDK13,Tchem,0,KIRC
CDK14,Tchem,2.083333333,KIRC
CDK15,Tchem,2.083333333,KIRC
CDK16,Tchem,33.33333333,KIRC
CDK17,Tchem,2.083333333,KIRC
CDK18,Tchem,20.83333333,KIRC
CDK19,Tchem,10.41666667,KIRC
CDK2,Tchem,33.33333333,KIRC
CDK20,Tbio,6.25,KIRC
CDK3,Tchem,12.5,KIRC
CDK4,TMOA_KIRC,39.58333333,KIRC
CDK5,Tchem,27.08333333,KIRC
CDK6,Tclin,37.5,KIRC
CDK7,Tchem,16.66666667,KIRC
CDK8,Tchem,6.25,KIRC
CDK9,Tchem,16.66666667,KIRC
CDKL1,Tchem,0,KIRC
CDKL2,Tchem,2.083333333,KIRC
CDKL3,Tchem,0,KIRC
CDKL4,Tdark,0,KIRC
CDKL5,Tchem,6.25,KIRC
CERK,Tchem,2.083333333,KIRC
CHEK1,Tchem,54.16666667,KIRC
CHEK2,Tchem,39.58333333,KIRC
CHKA,Tchem,16.66666667,KIRC
CHKB,Tbio,12.5,KIRC
CHUK,Tchem,4.166666667,KIRC
CIT,Tchem,0,KIRC
CKB,Tbio,14.58333333,KIRC
CKM,Tbio,18.75,KIRC
CKMT1A,Tbio,4.166666667,KIRC
CKMT2,Tbio,0,KIRC
CLK1,Tchem,12.5,KIRC
CLK2,Tchem,27.08333333,KIRC
CLK3,Tchem,0,KIRC
CLK4,Tchem,12.5,KIRC
CMPK1,Tbio,0,KIRC
CMPK2,Tbio,4.166666667,KIRC
COQ8A,Tbio,0,KIRC
COQ8B,Tchem,6.25,KIRC
CSF1R,TMOA_KIRC,27.08333333,KIRC
CSK,Tchem,18.75,KIRC
CSNK1A1,Tchem,0,KIRC
CSNK1A1L,Tdark,0,KIRC
CSNK1D,Tchem,16.66666667,KIRC
CSNK1E,Tchem,29.16666667,KIRC
CSNK1G1,Tchem,2.083333333,KIRC
CSNK1G2,Tchem,0,KIRC
CSNK1G3,Tbio,2.083333333,KIRC
CSNK2A1,Tchem,10.41666667,KIRC
CSNK2A2,Tchem,6.25,KIRC
CSNK2A3,Tdark,2.083333333,KIRC
CSNK2B,Tbio,8.333333333,KIRC
DAPK1,Tchem,0,KIRC
DAPK2,Tchem,12.5,KIRC
DAPK3,Tchem,6.25,KIRC
DCK,Tchem,2.083333333,KIRC
DCLK1,Tchem,14.58333333,KIRC
DCLK2,Tchem,2.083333333,KIRC
DCLK3,Tchem,20.83333333,KIRC
DDR1,Tchem,2.083333333,KIRC
DDR2,Tchem,4.166666667,KIRC
DGKA,Tbio,27.08333333,KIRC
DGKH,Tbio,4.166666667,KIRC
DGKQ,Tbio,0,KIRC
DGUOK,Tbio,39.58333333,KIRC
DMPK,Tchem,14.58333333,KIRC
DSTYK,Tchem,0,KIRC
DTYMK,Tbio,52.08333333,KIRC
DYRK1A,Tchem,0,KIRC
DYRK1B,Tchem,6.25,KIRC
DYRK2,Tchem,0,KIRC
DYRK3,Tchem,6.25,KIRC
DYRK4,Tchem,47.91666667,KIRC
EEF2K,Tchem,0,KIRC
EFNA1,Tbio,14.58333333,KIRC
EGFR,TMOA_KIRC,12.5,KIRC
EIF2AK1,Tchem,22.91666667,KIRC
EIF2AK2,Tchem,0,KIRC
EIF2AK3,Tchem,0,KIRC
EIF2AK4,Tchem,6.25,KIRC
EPHA1,Tchem,41.66666667,KIRC
EPHA10,Tbio,43.75,KIRC
EPHA2,TMOA_KIRC,2.083333333,KIRC
EPHA3,Tchem,12.5,KIRC
EPHA4,Tchem,2.083333333,KIRC
EPHA5,Tchem,0,KIRC
EPHA6,Tchem,12.5,KIRC
EPHA7,Tchem,0,KIRC
EPHA8,Tchem,0,KIRC
EPHB1,Tchem,0,KIRC
EPHB2,Tchem,27.08333333,KIRC
EPHB3,Tchem,4.166666667,KIRC
EPHB4,Tchem,8.333333333,KIRC
EPHB6,Tchem,0,KIRC
ERBB2,Tclin,0,KIRC
ERBB3,Tchem,0,KIRC
ERBB4,Tclin,0,KIRC
ERN1,Tchem,4.166666667,KIRC
ERN2,Tbio,12.5,KIRC
ETNK1,Tbio,4.166666667,KIRC
ETNK2,Tdark,0,KIRC
FASTK,Tbio,16.66666667,KIRC
FER,Tchem,2.083333333,KIRC
FES,Tchem,4.166666667,KIRC
FGFR1,TMOA_KIRC,4.166666667,KIRC
FGFR2,TMOA_KIRC,0,KIRC
FGFR3,TMOA_KIRC,4.166666667,KIRC
FGFR4,TMOA_KIRC,0,KIRC
FGGY,Tbio,2.083333333,KIRC
FGR,Tchem,14.58333333,KIRC
FLT1,TMOA_KIRC,16.66666667,KIRC
FLT3,TMOA_KIRC,0,KIRC
FLT4,TMOA_KIRC,22.91666667,KIRC
FN3K,Tbio,4.166666667,KIRC
FN3KRP,Tbio,6.25,KIRC
FRK,Tchem,2.083333333,KIRC
FUK,Tbio,4.166666667,KIRC
FYN,TMOA_KIRC,12.5,KIRC
GAK,Tchem,0,KIRC
GALK1,Tbio,45.83333333,KIRC
GALK2,Tbio,0,KIRC
GCK,Tchem,0,KIRC
GK,Tbio,2.083333333,KIRC
GK2,Tdark,0,KIRC
GK3P,Tdark,0,KIRC
GK5,Tbio,16.66666667,KIRC
GLYCTK,Tbio,0,KIRC
GRK1,Tchem,0,KIRC
GRK2,Tchem,0,KIRC
GRK3,Tchem,0,KIRC
GRK4,Tchem,0,KIRC
GRK5,Tchem,16.66666667,KIRC
GRK6,Tchem,12.5,KIRC
GRK7,Tchem,2.083333333,KIRC
GSK3A,Tclin,2.083333333,KIRC
GSK3B,Tclin,4.166666667,KIRC
GUCY2C,Tclin,4.166666667,KIRC
GUCY2D,Tbio,47.91666667,KIRC
GUCY2F,Tbio,2.083333333,KIRC
GUK1,Tbio,2.083333333,KIRC
HASPIN,Tchem,45.83333333,KIRC
HCK,TMOA_KIRC,25,KIRC
HIPK1,Tchem,0,KIRC
HIPK2,Tchem,6.25,KIRC
HIPK3,Tchem,4.166666667,KIRC
HIPK4,Tchem,2.083333333,KIRC
HK1,Tchem,12.5,KIRC
HK2,Tchem,16.66666667,KIRC
HK3,Tbio,52.08333333,KIRC
HKDC1,Tbio,14.58333333,KIRC
HUNK,Tchem,0,KIRC
ICK,Tchem,2.083333333,KIRC
IDNK,Tbio,4.166666667,KIRC
IGF1R,TMOA_KIRC,10.41666667,KIRC
IKBKB,Tchem,2.083333333,KIRC
IKBKE,Tchem,54.16666667,KIRC
IKBKG,Tbio,20.83333333,KIRC
ILK,Tchem,0,KIRC
INSR,TMOA_KIRC,20.83333333,KIRC
INSRR,Tchem,0,KIRC
IP6K1,Tbio,0,KIRC
IP6K2,Tbio,22.91666667,KIRC
IP6K3,Tbio,0,KIRC
IPMK,Tbio,2.083333333,KIRC
IRAK1,Tchem,35.41666667,KIRC
IRAK2,Tbio,8.333333333,KIRC
IRAK3,Tchem,8.333333333,KIRC
IRAK4,Tchem,4.166666667,KIRC
ITK,TMOA_KIRC,29.16666667,KIRC
ITPK1,Tbio,0,KIRC
ITPKA,Tchem,54.16666667,KIRC
ITPKB,Tchem,0,KIRC
ITPKC,Tchem,2.083333333,KIRC
JAK1,TMOA_KIRC,0,KIRC
JAK2,TMOA_KIRC,0,KIRC
JAK3,TMOA_KIRC,64.58333333,KIRC
KALRN,Tbio,8.333333333,KIRC
KDR,TMOA_KIRC,22.91666667,KIRC
KHK,Tchem,2.083333333,KIRC
KIT,TMOA_KIRC,0,KIRC
KSR1,Tbio,20.83333333,KIRC
KSR2,Tbio,0,KIRC
LATS1,Tbio,0,KIRC
LATS2,Tchem,2.083333333,KIRC
LCK,TMOA_KIRC,50,KIRC
LIMK1,Tchem,58.33333333,KIRC
LIMK2,Tchem,14.58333333,KIRC
LMTK2,Tbio,8.333333333,KIRC
LMTK3,Tbio,12.5,KIRC
LRRK1,Tbio,25,KIRC
LRRK2,Tchem,18.75,KIRC
LTK,Tchem,4.166666667,KIRC
LYN,TMOA_KIRC,16.66666667,KIRC
MAK,Tchem,0,KIRC
MAP2K1,TMOA_KIRC,4.166666667,KIRC
MAP2K2,TMOA_KIRC,35.41666667,KIRC
MAP2K3,Tchem,0,KIRC
MAP2K4,Tchem,4.166666667,KIRC
MAP2K5,Tchem,4.166666667,KIRC
MAP2K6,Tchem,0,KIRC
MAP2K7,Tchem,0,KIRC
MAP3K1,Tchem,4.166666667,KIRC
MAP3K10,Tchem,12.5,KIRC
MAP3K11,Tchem,0,KIRC
MAP3K12,Tchem,12.5,KIRC
MAP3K13,Tchem,6.25,KIRC
MAP3K14,Tchem,14.58333333,KIRC
MAP3K15,Tchem,4.166666667,KIRC
MAP3K19,Tchem,12.5,KIRC
MAP3K2,Tchem,0,KIRC
MAP3K20,Tchem,12.5,KIRC
MAP3K21,Tdark,0,KIRC
MAP3K3,Tchem,0,KIRC
MAP3K4,Tbio,0,KIRC
MAP3K5,Tchem,0,KIRC
MAP3K6,Tchem,2.083333333,KIRC
MAP3K7,Tchem,2.083333333,KIRC
MAP3K8,Tchem,31.25,KIRC
MAP3K9,Tchem,22.91666667,KIRC
MAP4K1,Tchem,62.5,KIRC
MAP4K2,Tchem,2.083333333,KIRC
MAP4K3,Tchem,0,KIRC
MAP4K4,Tchem,16.66666667,KIRC
MAP4K5,Tchem,12.5,KIRC
MAPK1,Tchem,0,KIRC
MAPK10,Tchem,2.083333333,KIRC
MAPK11,Tchem,25,KIRC
MAPK12,Tchem,29.16666667,KIRC
MAPK13,Tchem,0,KIRC
MAPK14,Tchem,0,KIRC
MAPK15,Tchem,12.5,KIRC
MAPK3,Tchem,6.25,KIRC
MAPK4,Tbio,0,KIRC
MAPK6,Tbio,6.25,KIRC
MAPK7,Tchem,12.5,KIRC
MAPK8,Tchem,4.166666667,KIRC
MAPK9,Tchem,0,KIRC
MAPKAPK2,Tchem,0,KIRC
MAPKAPK3,Tchem,0,KIRC
MAPKAPK5,Tchem,0,KIRC
MARK1,Tchem,0,KIRC
MARK2,Tchem,0,KIRC
MARK3,Tchem,6.25,KIRC
MARK4,Tchem,0,KIRC
MAST1,Tchem,41.66666667,KIRC
MAST2,Tbio,25,KIRC
MAST3,Tchem,0,KIRC
MAST4,Tbio,10.41666667,KIRC
MASTL,Tbio,6.25,KIRC
MATK,Tbio,12.5,KIRC
MELK,Tchem,64.58333333,KIRC
MERTK,Tchem,8.333333333,KIRC
MET,TMOA_KIRC,25,KIRC
MINK1,Tchem,0,KIRC
MKNK1,Tchem,12.5,KIRC
MKNK2,Tchem,0,KIRC
MLKL,Tchem,12.5,KIRC
MOK,Tbio,0,KIRC
MOS,Tbio,2.083333333,KIRC
MST1R,Tchem,16.66666667,KIRC
MTOR,TMOA_KIRC,0,KIRC
MUSK,Tchem,0,KIRC
MVK,Tchem,14.58333333,KIRC
MYLK,Tchem,0,KIRC
MYLK2,Tchem,12.5,KIRC
MYLK3,Tchem,0,KIRC
MYLK4,Tchem,2.083333333,KIRC
MYO3A,Tbio,18.75,KIRC
MYO3B,Tbio,4.166666667,KIRC
NADK,Tbio,25,KIRC
NADK2,Tbio,0,KIRC
NAGK,Tbio,2.083333333,KIRC
NEK1,Tchem,6.25,KIRC
NEK10,Tdark,16.66666667,KIRC
NEK11,Tchem,0,KIRC
NEK2,Tchem,66.66666667,KIRC
NEK3,Tchem,4.166666667,KIRC
NEK4,Tbio,2.083333333,KIRC
NEK5,Tchem,4.166666667,KIRC
NEK6,Tchem,16.66666667,KIRC
NEK7,Tchem,0,KIRC
NEK8,Tbio,2.083333333,KIRC
NEK9,Tchem,10.41666667,KIRC
NIM1K,Tchem,33.33333333,KIRC
NLK,Tchem,0,KIRC
NME1,Tbio,56.25,KIRC
NME1-NME2,Tbio,0,KIRC
NME2P1,Tdark,0,KIRC
NME3,Tbio,50,KIRC
NME4,Tbio,35.41666667,KIRC
NME5,Tbio,0,KIRC
NME6,Tbio,4.166666667,KIRC
NMRK1,Tbio,4.166666667,KIRC
NMRK2,Tbio,12.5,KIRC
NPR1,Tclin,14.58333333,KIRC
NPR2,Tbio,25,KIRC
NRBP1,Tbio,8.333333333,KIRC
NRBP2,Tdark,39.58333333,KIRC
NRK,Tdark,4.166666667,KIRC
NTRK1,Tclin,6.25,KIRC
NTRK2,Tchem,4.166666667,KIRC
NTRK3,Tchem,4.166666667,KIRC
NUAK1,Tchem,6.25,KIRC
NUAK2,Tchem,0,KIRC
OBSCN,Tbio,6.25,KIRC
OXSR1,Tbio,4.166666667,KIRC
PAK1,Tchem,0,KIRC
PAK2,Tchem,0,KIRC
PAK3,Tchem,2.083333333,KIRC
PAK4,Tchem,0,KIRC
PAK5,Tchem,10.41666667,KIRC
PAK6,Tchem,0,KIRC
PAN3,Tdark,0,KIRC
PANK1,Tbio,2.083333333,KIRC
PANK2,Tbio,0,KIRC
PANK3,Tchem,0,KIRC
PANK4,Tdark,0,KIRC
PASK,Tbio,4.166666667,KIRC
PBK,Tchem,64.58333333,KIRC
PCK1,Tbio,0,KIRC
PCK2,Tbio,0,KIRC
PDGFRA,TMOA_KIRC,8.333333333,KIRC
PDGFRB,TMOA_KIRC,8.333333333,KIRC
PDIK1L,Tdark,2.083333333,KIRC
PDK1,Tchem,18.75,KIRC
PDK2,Tchem,0,KIRC
PDK3,Tchem,0,KIRC
PDK4,Tchem,4.166666667,KIRC
PDPK1,Tchem,2.083333333,KIRC
PDPK2P,Tdark,0,KIRC
PDXK,Tbio,0,KIRC
PEAK1,Tbio,2.083333333,KIRC
PFKFB1,Tbio,12.5,KIRC
PFKFB2,Tchem,2.083333333,KIRC
PFKFB3,Tchem,0,KIRC
PFKL,Tbio,0,KIRC
PFKM,Tbio,2.083333333,KIRC
PFKP,Tbio,14.58333333,KIRC
PGK1,Tchem,0,KIRC
PGK2,Tbio,6.25,KIRC
PHKA1,Tbio,0,KIRC
PHKA2,Tbio,16.66666667,KIRC
PHKG1,Tchem,31.25,KIRC
PHKG2,Tchem,31.25,KIRC
PI4K2A,Tbio,0,KIRC
PI4KA,Tchem,6.25,KIRC
PI4KB,Tchem,4.166666667,KIRC
PIK3C2A,Tchem,6.25,KIRC
PIK3C2B,Tchem,4.166666667,KIRC
PIK3C2G,Tchem,6.25,KIRC
PIK3C3,Tchem,4.166666667,KIRC
PIK3CA,Tclin,12.5,KIRC
PIK3CB,Tchem,4.166666667,KIRC
PIK3CD,Tclin,12.5,KIRC
PIK3CG,Tchem,18.75,KIRC
PIK3R1,Tchem,0,KIRC
PIK3R4,Tbio,0,KIRC
PIKFYVE,Tchem,0,KIRC
PIM1,Tchem,14.58333333,KIRC
PIM2,Tchem,60.41666667,KIRC
PIM3,Tchem,2.083333333,KIRC
PINK1,Tbio,6.25,KIRC
PIP4K2A,Tbio,18.75,KIRC
PIP4K2B,Tchem,0,KIRC
PIP4K2C,Tchem,0,KIRC
PIP5K1A,Tbio,4.166666667,KIRC
PIP5K1B,Tbio,4.166666667,KIRC
PIP5K1C,Tchem,4.166666667,KIRC
PKDCC,Tbio,12.5,KIRC
PKLR,Tbio,2.083333333,KIRC
PKM,Tchem,0,KIRC
PKMYT1,Tchem,58.33333333,KIRC
PKN1,Tchem,12.5,KIRC
PKN2,Tchem,0,KIRC
PKN3,Tbio,6.25,KIRC
PLK1,Tchem,70.83333333,KIRC
PLK2,Tchem,14.58333333,KIRC
PLK3,Tchem,12.5,KIRC
PLK4,Tchem,54.16666667,KIRC
PLK5,Tbio,12.5,KIRC
PNCK,Tbio,20.83333333,KIRC
POMK,Tdark,2.083333333,KIRC
PRAG1,Tbio,0,KIRC
PRKAA1,Tchem,0,KIRC
PRKAA2,Tchem,8.333333333,KIRC
PRKAB1,Tchem,0,KIRC
PRKACA,Tchem,12.5,KIRC
PRKACB,Tchem,6.25,KIRC
PRKACG,Tbio,0,KIRC
PRKAG1,Tbio,4.166666667,KIRC
PRKCA,Tchem,6.25,KIRC
PRKCB,Tchem,12.5,KIRC
PRKCD,TMOA_KIRC,0,KIRC
PRKCE,Tchem,2.083333333,KIRC
